magnitud,lugar,lat,lon,profundidad,fecha,tipo
2.74,"6 km WSW of Kenwood, CA",38.3863334655762,-122.607833862305,2.44000005722046,2025-12-01 04:38,Terremoto
2.18,"2 km NNE of La Conner, Washington",48.409666666666666,-122.47666666666667,19.9,2025-12-01 04:11,Terremoto
4.4,"255 km WNW of Houma, Tonga",-19.9021,-177.3455,560.331,2025-12-01 04:07,Terremoto
2.15,"6 km WSW of Kenwood, CA",38.3875007629395,-122.603668212891,0.819999992847443,2025-12-01 04:05,Terremoto
2.22,"6 km WSW of Kenwood, CA",38.3886680603027,-122.608329772949,1.13999998569489,2025-12-01 03:59,Terremoto
3.25,"6 km WSW of Kenwood, CA",38.3853333333333,-122.606333333333,4.76,2025-12-01 03:56,Terremoto
3.22,"12 km NNE of Carrizales, Puerto Rico",18.5885,-66.7603333333333,78.59,2025-12-01 03:40,Terremoto
4.2,"51 km SW of Sechura, Peru",-5.8559,-81.1796,35.0,2025-12-01 03:37,Terremoto
2.11,"2 km NNE of La Conner, Washington",48.409333333333336,-122.47983333333333,20.02,2025-12-01 03:36,Terremoto
3.3,"17 km SW of Stella, Puerto Rico",18.2085,-67.3578333333333,11.92,2025-12-01 03:16,Terremoto
2.2,"17 km NE of Hermleigh, Texas",32.758,-100.644,8.3252,2025-12-01 01:31,Terremoto
3.21,"88 km N of Arecibo, Puerto Rico",19.267,-66.6221666666667,49.85,2025-12-01 01:23,Terremoto
2.080195195924459,"66 km N of Petersville, Alaska",63.09587860107422,-150.81314086914062,126.27552032470703,2025-12-01 01:09,Terremoto
2.9524928814261444,"8 km NNW of Larsen Bay, Alaska",57.60431671142578,-154.0431671142578,21.295995712280273,2025-12-01 00:31,Terremoto
3.27,"52 km NW of Carlin, Nevada",41.0675,-116.5133,4.2524,2025-12-01 00:27,Terremoto
2.1,"7 km N of El Moro, Colorado",37.294,-104.4712,3.654,2025-12-01 00:25,Terremoto
2.08,"2 km NE of La Conner, Washington",48.40683333333333,-122.47716666666666,19.86,2025-12-01 00:22,Terremoto
2.0399427538958563,"23 km NNW of Petersville, Alaska",62.67679214477539,-151.01168823242188,76.91348266601562,2025-11-30 23:33,Terremoto
4.1,"47 km ESE of Aiquile, Bolivia",-18.3206,-64.7474,16.282,2025-11-30 23:22,Terremoto
2.6,"158 km W of Ferndale, California",40.5687,-126.1396,10.0,2025-11-30 23:17,Terremoto
2.32,"37 km WSW of Hayfork, CA",40.4643325805664,-123.608169555664,26.1000003814697,2025-11-30 22:54,Terremoto
3.008007607512327,"59 km SSE of Halibut Cove, Alaska",59.1506233215332,-150.65530395507812,23.95821762084961,2025-11-30 22:51,Terremoto
4.6,"60 km E of Baculin, Philippines",7.3542,127.1211,32.106,2025-11-30 22:41,Terremoto
4.1,"78 km SW of Challapata, Bolivia",-19.4176,-67.2764,227.844,2025-11-30 22:37,Terremoto
4.6,"20 km W of Urakawa, Japan",42.1226,142.5397,46.556,2025-11-30 21:48,Terremoto
